location,station_ID,year,month,filename
Jurong Pier,33,2019,9,Jurong Pier_33_201909.csv
Tuas South,115,2016,7,Tuas South_115_201607.csv
Serangoon,36,2020,9,Serangoon_36_202009.csv
Upper Thomson,46,2019,12,Upper Thomson_46_201912.csv
Upper Thomson,46,2012,9,Upper Thomson_46_201209.csv
Clementi,50,2020,9,Clementi_50_202009.csv
Punggol,81,2016,10,Punggol_81_201610.csv
Queenstown,77,2023,10,Queenstown_77_202310.csv
Jurong (North),101,2019,4,Jurong (North)_101_201904.csv
Seletar,25,2014,6,Seletar_25_201406.csv
Lim Chu Kang,112,2022,4,Lim Chu Kang_112_202204.csv
East Coast Parkway,107,2012,8,East Coast Parkway_107_201208.csv
Queenstown,77,2013,9,Queenstown_77_201309.csv
Semakau Island,102,2016,10,Semakau Island_102_201610.csv
Pulau Ubin,106,2022,12,Pulau Ubin_106_202212.csv
Ulu Pandan,35,2016,7,Ulu Pandan_35_201607.csv
Kranji Reservoir,66,2018,3,Kranji Reservoir_66_201803.csv
Whampoa,123,2019,3,Whampoa_123_201903.csv
Sentosa Island,60,2020,7,Sentosa Island_60_202007.csv
Pasir Ris (West),29,2016,11,Pasir Ris (West)_29_201611.csv
Tanjong Katong,78,2015,4,Tanjong Katong_78_201504.csv
Admiralty,104,2014,5,Admiralty_104_201405.csv
Mandai,40,2014,7,Mandai_40_201407.csv
Serangoon,36,2022,3,Serangoon_36_202203.csv
Simei,84,2018,3,Simei_84_201803.csv
Marine Parade,113,2014,12,Marine Parade_113_201412.csv
Jurong (North),101,2012,8,Jurong (North)_101_201208.csv
East Coast Parkway,107,2012,12,East Coast Parkway_107_201212.csv
Lower Peirce Reservoir,08,2013,8,Lower Peirce Reservoir_08_201308.csv
Jurong (North),101,2015,4,Jurong (North)_101_201504.csv
Lower Peirce Reservoir,08,2012,3,Lower Peirce Reservoir_08_201203.csv
Pasir Ris (West),29,2017,6,Pasir Ris (West)_29_201706.csv
Tengah,23,2020,12,Tengah_23_202012.csv
Tuas South,115,2019,5,Tuas South_115_201905.csv
Tanjong Katong,78,2022,11,Tanjong Katong_78_202211.csv
Admiralty,104,2016,7,Admiralty_104_201607.csv
Choa Chu Kang (Central),114,2017,1,Choa Chu Kang (Central)_114_201701.csv
Jurong Island,117,2013,9,Jurong Island_117_201309.csv
Somerset (Road),79,2017,11,Somerset (Road)_79_201711.csv
Tuas South,115,2022,12,Tuas South_115_202212.csv
Tuas West,82,2018,6,Tuas West_82_201806.csv
Tuas South,115,2018,8,Tuas South_115_201808.csv
Tai Seng,43,2015,1,Tai Seng_43_201501.csv
Sentosa Island,60,2015,6,Sentosa Island_60_201506.csv
Ulu Pandan,35,2018,3,Ulu Pandan_35_201803.csv
Chai Chee,61,2020,7,Chai Chee_61_202007.csv
Somerset (Road),79,2015,8,Somerset (Road)_79_201508.csv
Chai Chee,61,2013,10,Chai Chee_61_201310.csv
Khatib,122,2017,8,Khatib_122_201708.csv
Pulau Ubin,106,2013,5,Pulau Ubin_106_201305.csv
Serangoon,36,2021,12,Serangoon_36_202112.csv
Boon Lay (East),86,2012,11,Boon Lay (East)_86_201211.csv
Chai Chee,61,2014,3,Chai Chee_61_201403.csv
Serangoon North,110,2016,4,Serangoon North_110_201604.csv
Boon Lay (West),63,2016,1,Boon Lay (West)_63_201601.csv
Seletar,25,2021,1,Seletar_25_202101.csv
Bukit Panjang,64,2012,5,Bukit Panjang_64_201205.csv
Jurong Island,117,2019,10,Jurong Island_117_201910.csv
Lower Peirce Reservoir,08,2012,10,Lower Peirce Reservoir_08_201210.csv
Ang Mo Kio,109,2016,12,Ang Mo Kio_109_201612.csv
Jurong (West),44,2016,3,Jurong (West)_44_201603.csv
Tuas,89,2018,4,Tuas_89_201804.csv
Tuas,89,2016,10,Tuas_89_201610.csv
Buangkok,55,2019,1,Buangkok_55_201901.csv
Seletar,25,2023,9,Seletar_25_202309.csv
Seletar,25,2023,3,Seletar_25_202303.csv
East Coast Parkway,107,2017,12,East Coast Parkway_107_201712.csv
Changi Climate Station,24,2019,10,Changi Climate Station_24_201910.csv
Upper Peirce Reservoir,69,2018,9,Upper Peirce Reservoir_69_201809.csv
Dhoby Ghaut,118,2015,1,Dhoby Ghaut_118_201501.csv
Buangkok,55,2016,3,Buangkok_55_201603.csv
Pasir Panjang,116,2013,3,Pasir Panjang_116_201303.csv
Changi Climate Station,24,2016,9,Changi Climate Station_24_201609.csv
Jurong (West),44,2019,6,Jurong (West)_44_201906.csv
Jurong Pier,33,2020,9,Jurong Pier_33_202009.csv
Botanic Garden,120,2021,10,Botanic Garden_120_202110.csv
East Coast Parkway,107,2022,5,East Coast Parkway_107_202205.csv
Upper Peirce Reservoir,69,2024,6,Upper Peirce Reservoir_69_202406.csv
Mandai,40,2014,12,Mandai_40_201412.csv
Clementi,50,2023,3,Clementi_50_202303.csv
Choa Chu Kang (South),121,2013,4,Choa Chu Kang (South)_121_201304.csv
East Coast Parkway,107,2012,11,East Coast Parkway_107_201211.csv
Simei,84,2016,12,Simei_84_201612.csv
Nicoll Highway,119,2012,10,Nicoll Highway_119_201210.csv
Kent Ridge,71,2014,3,Kent Ridge_71_201403.csv
Jurong (North),101,2013,9,Jurong (North)_101_201309.csv
Admiralty,104,2020,8,Admiralty_104_202008.csv
Admiralty West,105,2018,10,Admiralty West_105_201810.csv
Admiralty,104,2019,6,Admiralty_104_201906.csv
Chai Chee,61,2017,7,Chai Chee_61_201707.csv
Tai Seng,43,2014,11,Tai Seng_43_201411.csv
Simei,84,2017,4,Simei_84_201704.csv
Semakau Island,102,2022,6,Semakau Island_102_202206.csv
Somerset (Road),79,2015,5,Somerset (Road)_79_201505.csv
Lim Chu Kang,112,2018,10,Lim Chu Kang_112_201810.csv
Upper Peirce Reservoir,69,2014,4,Upper Peirce Reservoir_69_201404.csv
Semakau Island,102,2017,6,Semakau Island_102_201706.csv
Whampoa,123,2019,11,Whampoa_123_201911.csv
Bukit Timah,90,2019,8,Bukit Timah_90_201908.csv
Nicoll Highway,119,2018,12,Nicoll Highway_119_201812.csv
Toa Payoh,88,2017,4,Toa Payoh_88_201704.csv
Bukit Panjang,64,2017,2,Bukit Panjang_64_201702.csv
Somerset (Road),79,2016,3,Somerset (Road)_79_201603.csv
Seletar,25,2013,9,Seletar_25_201309.csv
Lim Chu Kang,112,2012,2,Lim Chu Kang_112_201202.csv
Jurong (West),44,2015,8,Jurong (West)_44_201508.csv
Pasir Panjang,116,2014,2,Pasir Panjang_116_201402.csv
Kampong Bahru,31,2012,2,Kampong Bahru_31_201202.csv
Queenstown,77,2014,11,Queenstown_77_201411.csv
Tuas South,115,2017,9,Tuas South_115_201709.csv
Simei,84,2016,5,Simei_84_201605.csv
Tai Seng,43,2015,4,Tai Seng_43_201504.csv
Serangoon,36,2023,9,Serangoon_36_202309.csv
Kent Ridge,71,2017,1,Kent Ridge_71_201701.csv
Marina Barrage,108,2023,6,Marina Barrage_108_202306.csv
Pasir Panjang,116,2018,6,Pasir Panjang_116_201806.csv
Buona Vista,92,2024,3,Buona Vista_92_202403.csv
Kent Ridge,71,2022,4,Kent Ridge_71_202204.csv
Punggol,81,2017,2,Punggol_81_201702.csv
Tengah,23,2020,9,Tengah_23_202009.csv
Toa Payoh,88,2016,1,Toa Payoh_88_201601.csv
Buangkok,55,2017,11,Buangkok_55_201711.csv
Somerset (Road),79,2022,10,Somerset (Road)_79_202210.csv
Choa Chu Kang (Central),114,2013,11,Choa Chu Kang (Central)_114_201311.csv
Bukit Panjang,64,2018,7,Bukit Panjang_64_201807.csv
Mandai,40,2015,8,Mandai_40_201508.csv
Boon Lay (West),63,2014,10,Boon Lay (West)_63_201410.csv
Changi Climate Station,24,2023,4,Changi Climate Station_24_202304.csv
Jurong Island,117,2015,6,Jurong Island_117_201506.csv
Botanic Garden,120,2015,10,Botanic Garden_120_201510.csv
Yishun,91,2018,12,Yishun_91_201812.csv
Mandai,40,2015,3,Mandai_40_201503.csv
Admiralty West,105,2013,4,Admiralty West_105_201304.csv
Changi Climate Station,24,2022,8,Changi Climate Station_24_202208.csv
Whampoa,123,2016,1,Whampoa_123_201601.csv
Mandai,40,2014,10,Mandai_40_201410.csv
Khatib,122,2012,8,Khatib_122_201208.csv
Pulau Ubin,106,2023,8,Pulau Ubin_106_202308.csv
East Coast Parkway,107,2021,10,East Coast Parkway_107_202110.csv
Buona Vista,92,2020,5,Buona Vista_92_202005.csv
Upper Thomson,46,2020,10,Upper Thomson_46_202010.csv
Upper Thomson,46,2019,1,Upper Thomson_46_201901.csv
Jurong (North),101,2014,6,Jurong (North)_101_201406.csv
Semakau Island,102,2014,4,Semakau Island_102_201404.csv
Bukit Panjang,64,2013,3,Bukit Panjang_64_201303.csv
Admiralty West,105,2014,5,Admiralty West_105_201405.csv
Ulu Pandan,35,2012,12,Ulu Pandan_35_201212.csv
Kent Ridge,71,2017,6,Kent Ridge_71_201706.csv
Bukit Timah,90,2018,3,Bukit Timah_90_201803.csv
Lim Chu Kang,112,2021,3,Lim Chu Kang_112_202103.csv
Punggol,81,2017,8,Punggol_81_201708.csv
Jurong Island,117,2016,7,Jurong Island_117_201607.csv
Pulau Ubin,106,2015,6,Pulau Ubin_106_201506.csv
Yishun,91,2013,2,Yishun_91_201302.csv
Kranji Reservoir,66,2015,9,Kranji Reservoir_66_201509.csv
Tanjong Katong,78,2020,12,Tanjong Katong_78_202012.csv
Marine Parade,113,2022,3,Marine Parade_113_202203.csv
Marine Parade,113,2019,11,Marine Parade_113_201911.csv
Nicoll Highway,119,2018,9,Nicoll Highway_119_201809.csv
Sentosa Island,60,2013,3,Sentosa Island_60_201303.csv
Buona Vista,92,2013,10,Buona Vista_92_201310.csv
Chai Chee,61,2018,3,Chai Chee_61_201803.csv
Kent Ridge,71,2024,2,Kent Ridge_71_202402.csv
Whampoa,123,2012,1,Whampoa_123_201201.csv
Simei,84,2013,5,Simei_84_201305.csv
Newton,111,2016,4,Newton_111_201604.csv
Lim Chu Kang,112,2021,9,Lim Chu Kang_112_202109.csv
Admiralty,104,2022,3,Admiralty_104_202203.csv
Bukit Timah,90,2013,4,Bukit Timah_90_201304.csv
Tengah,23,2019,2,Tengah_23_201902.csv
Boon Lay (East),86,2015,6,Boon Lay (East)_86_201506.csv
Serangoon,36,2017,3,Serangoon_36_201703.csv
Tengah,23,2016,1,Tengah_23_201601.csv
Clementi,50,2019,6,Clementi_50_201906.csv
Newton,111,2024,2,Newton_111_202402.csv
Yishun,91,2014,12,Yishun_91_201412.csv
Queenstown,77,2020,12,Queenstown_77_202012.csv
Marine Parade,113,2022,9,Marine Parade_113_202209.csv
Tengah,23,2012,11,Tengah_23_201211.csv
Mandai,40,2013,8,Mandai_40_201308.csv
Marina Barrage,108,2015,8,Marina Barrage_108_201508.csv
Nicoll Highway,119,2018,4,Nicoll Highway_119_201804.csv
Mandai,40,2013,4,Mandai_40_201304.csv
Queenstown,77,2019,5,Queenstown_77_201905.csv
Admiralty West,105,2015,4,Admiralty West_105_201504.csv
Pasir Ris (West),29,2013,7,Pasir Ris (West)_29_201307.csv
Newton,111,2015,8,Newton_111_201508.csv
Clementi,50,2022,10,Clementi_50_202210.csv
Tanjong Katong,78,2014,3,Tanjong Katong_78_201403.csv
Pasir Panjang,116,2018,1,Pasir Panjang_116_201801.csv
Lim Chu Kang,112,2020,2,Lim Chu Kang_112_202002.csv
Marine Parade,113,2016,6,Marine Parade_113_201606.csv
Jurong Island,117,2017,10,Jurong Island_117_201710.csv
Bukit Panjang,64,2021,5,Bukit Panjang_64_202105.csv
Whampoa,123,2023,8,Whampoa_123_202308.csv
Queenstown,77,2017,12,Queenstown_77_201712.csv
Pasir Panjang,116,2022,5,Pasir Panjang_116_202205.csv
Pasir Ris (Central),94,2013,10,Pasir Ris (Central)_94_201310.csv
Admiralty,104,2021,6,Admiralty_104_202106.csv
Pulau Ubin,106,2023,12,Pulau Ubin_106_202312.csv
Queenstown,77,2016,8,Queenstown_77_201608.csv
Buona Vista,92,2014,9,Buona Vista_92_201409.csv
Choa Chu Kang (South),121,2021,12,Choa Chu Kang (South)_121_202112.csv
Ulu Pandan,35,2015,11,Ulu Pandan_35_201511.csv
Jurong (West),44,2020,5,Jurong (West)_44_202005.csv
Sentosa Island,60,2024,4,Sentosa Island_60_202404.csv
Serangoon,36,2017,9,Serangoon_36_201709.csv
Dhoby Ghaut,118,2012,11,Dhoby Ghaut_118_201211.csv
Bukit Timah,90,2016,10,Bukit Timah_90_201610.csv
Upper Peirce Reservoir,69,2018,5,Upper Peirce Reservoir_69_201805.csv
Lower Peirce Reservoir,08,2012,9,Lower Peirce Reservoir_08_201209.csv
Yishun,91,2015,7,Yishun_91_201507.csv
Macritchie Reservoir,07,2021,9,Macritchie Reservoir_07_202109.csv
Ang Mo Kio,109,2013,3,Ang Mo Kio_109_201303.csv
Bukit Timah,90,2024,4,Bukit Timah_90_202404.csv
Upper Peirce Reservoir,69,2022,8,Upper Peirce Reservoir_69_202208.csv
Buona Vista,92,2014,7,Buona Vista_92_201407.csv
Clementi,50,2016,3,Clementi_50_201603.csv
Toa Payoh,88,2022,11,Toa Payoh_88_202211.csv
Choa Chu Kang (West),11,2017,3,Choa Chu Kang (West)_11_201703.csv
Bukit Timah,90,2012,2,Bukit Timah_90_201202.csv
Choa Chu Kang (Central),114,2016,2,Choa Chu Kang (Central)_114_201602.csv
Marina Barrage,108,2021,4,Marina Barrage_108_202104.csv
Tai Seng,43,2016,8,Tai Seng_43_201608.csv
Clementi,50,2020,2,Clementi_50_202002.csv
Lower Peirce Reservoir,08,2015,2,Lower Peirce Reservoir_08_201502.csv
Seletar,25,2023,8,Seletar_25_202308.csv
Jurong (West),44,2016,9,Jurong (West)_44_201609.csv
Serangoon North,110,2015,5,Serangoon North_110_201505.csv
Dhoby Ghaut,118,2020,7,Dhoby Ghaut_118_202007.csv
Ang Mo Kio,109,2017,6,Ang Mo Kio_109_201706.csv
Semakau Island,102,2019,1,Semakau Island_102_201901.csv
Marina Barrage,108,2018,7,Marina Barrage_108_201807.csv
Jurong Pier,33,2014,2,Jurong Pier_33_201402.csv
Boon Lay (West),63,2015,11,Boon Lay (West)_63_201511.csv
Choa Chu Kang (Central),114,2022,5,Choa Chu Kang (Central)_114_202205.csv
Serangoon North,110,2020,4,Serangoon North_110_202004.csv
Toa Payoh,88,2013,12,Toa Payoh_88_201312.csv
Khatib,122,2014,7,Khatib_122_201407.csv
Whampoa,123,2015,10,Whampoa_123_201510.csv
Choa Chu Kang (Central),114,2014,3,Choa Chu Kang (Central)_114_201403.csv
Tengah,23,2020,1,Tengah_23_202001.csv
Sentosa Island,60,2023,9,Sentosa Island_60_202309.csv
Upper Peirce Reservoir,69,2017,5,Upper Peirce Reservoir_69_201705.csv
Somerset (Road),79,2018,5,Somerset (Road)_79_201805.csv
Jurong Island,117,2020,9,Jurong Island_117_202009.csv
Lim Chu Kang,112,2018,6,Lim Chu Kang_112_201806.csv
Semakau Island,102,2023,7,Semakau Island_102_202307.csv
Pasir Panjang,116,2013,6,Pasir Panjang_116_201306.csv
Tuas West,82,2017,4,Tuas West_82_201704.csv
Clementi,50,2014,4,Clementi_50_201404.csv
Marina Barrage,108,2014,5,Marina Barrage_108_201405.csv
Marina Barrage,108,2017,5,Marina Barrage_108_201705.csv
Kampong Bahru,31,2012,5,Kampong Bahru_31_201205.csv
Jurong Island,117,2012,3,Jurong Island_117_201203.csv
Ang Mo Kio,109,2020,8,Ang Mo Kio_109_202008.csv
Tuas South,115,2023,6,Tuas South_115_202306.csv
Choa Chu Kang (South),121,2015,10,Choa Chu Kang (South)_121_201510.csv
Queenstown,77,2018,8,Queenstown_77_201808.csv
Admiralty,104,2021,7,Admiralty_104_202107.csv
Lim Chu Kang,112,2018,5,Lim Chu Kang_112_201805.csv
Admiralty,104,2012,6,Admiralty_104_201206.csv
Tuas West,82,2020,5,Tuas West_82_202005.csv
Chai Chee,61,2014,5,Chai Chee_61_201405.csv
Ulu Pandan,35,2022,9,Ulu Pandan_35_202209.csv
Lower Peirce Reservoir,08,2016,6,Lower Peirce Reservoir_08_201606.csv
Bukit Panjang,64,2015,7,Bukit Panjang_64_201507.csv
East Coast Parkway,107,2023,2,East Coast Parkway_107_202302.csv
Changi Climate Station,24,2020,3,Changi Climate Station_24_202003.csv
Nicoll Highway,119,2017,5,Nicoll Highway_119_201705.csv
Queenstown,77,2024,5,Queenstown_77_202405.csv
Choa Chu Kang (South),121,2024,1,Choa Chu Kang (South)_121_202401.csv
Punggol,81,2022,6,Punggol_81_202206.csv
Ang Mo Kio,109,2015,7,Ang Mo Kio_109_201507.csv
Tengah,23,2021,10,Tengah_23_202110.csv
Boon Lay (East),86,2013,11,Boon Lay (East)_86_201311.csv
Clementi,50,2019,10,Clementi_50_201910.csv
Newton,111,2022,1,Newton_111_202201.csv
Jurong (West),44,2013,5,Jurong (West)_44_201305.csv
Pasir Panjang,116,2013,1,Pasir Panjang_116_201301.csv
Kent Ridge,71,2023,10,Kent Ridge_71_202310.csv
Pulau Ubin,106,2018,5,Pulau Ubin_106_201805.csv
Admiralty West,105,2015,10,Admiralty West_105_201510.csv
Choa Chu Kang (Central),114,2019,11,Choa Chu Kang (Central)_114_201911.csv
Jurong Pier,33,2012,4,Jurong Pier_33_201204.csv
Ulu Pandan,35,2016,11,Ulu Pandan_35_201611.csv
Simei,84,2015,4,Simei_84_201504.csv
Khatib,122,2013,12,Khatib_122_201312.csv
Jurong Pier,33,2016,3,Jurong Pier_33_201603.csv
Newton,111,2013,2,Newton_111_201302.csv
Botanic Garden,120,2019,9,Botanic Garden_120_201909.csv
Macritchie Reservoir,07,2023,9,Macritchie Reservoir_07_202309.csv
Sentosa Island,60,2023,10,Sentosa Island_60_202310.csv
Ang Mo Kio,109,2014,5,Ang Mo Kio_109_201405.csv
Upper Peirce Reservoir,69,2020,11,Upper Peirce Reservoir_69_202011.csv
Yishun,91,2016,12,Yishun_91_201612.csv
Kent Ridge,71,2013,11,Kent Ridge_71_201311.csv
Marine Parade,113,2021,4,Marine Parade_113_202104.csv
Boon Lay (West),63,2017,12,Boon Lay (West)_63_201712.csv
Bukit Timah,90,2018,8,Bukit Timah_90_201808.csv
Ang Mo Kio,109,2016,7,Ang Mo Kio_109_201607.csv
Punggol,81,2018,10,Punggol_81_201810.csv
Seletar,25,2016,6,Seletar_25_201606.csv
Bukit Panjang,64,2020,4,Bukit Panjang_64_202004.csv
Choa Chu Kang (South),121,2012,2,Choa Chu Kang (South)_121_201202.csv
Chai Chee,61,2017,4,Chai Chee_61_201704.csv
Kampong Bahru,31,2012,4,Kampong Bahru_31_201204.csv
Mandai,40,2021,5,Mandai_40_202105.csv
Whampoa,123,2016,8,Whampoa_123_201608.csv
Upper Peirce Reservoir,69,2019,9,Upper Peirce Reservoir_69_201909.csv
Bukit Panjang,64,2015,2,Bukit Panjang_64_201502.csv
Nicoll Highway,119,2013,1,Nicoll Highway_119_201301.csv
Tai Seng,43,2022,7,Tai Seng_43_202207.csv
Tuas,89,2012,8,Tuas_89_201208.csv
Lim Chu Kang,112,2023,11,Lim Chu Kang_112_202311.csv
Tuas South,115,2016,2,Tuas South_115_201602.csv
Marine Parade,113,2015,7,Marine Parade_113_201507.csv
Jurong Pier,33,2016,8,Jurong Pier_33_201608.csv
Chai Chee,61,2016,6,Chai Chee_61_201606.csv
Bukit Panjang,64,2023,7,Bukit Panjang_64_202307.csv
Kranji Reservoir,66,2023,3,Kranji Reservoir_66_202303.csv
Bukit Panjang,64,2012,1,Bukit Panjang_64_201201.csv
Jurong (North),101,2016,1,Jurong (North)_101_201601.csv
Newton,111,2014,7,Newton_111_201407.csv
Whampoa,123,2013,8,Whampoa_123_201308.csv
Serangoon North,110,2012,10,Serangoon North_110_201210.csv
Punggol,81,2021,10,Punggol_81_202110.csv
Upper Peirce Reservoir,69,2015,1,Upper Peirce Reservoir_69_201501.csv
Lower Peirce Reservoir,08,2023,6,Lower Peirce Reservoir_08_202306.csv
Marina Barrage,108,2020,12,Marina Barrage_108_202012.csv
Lower Peirce Reservoir,08,2023,12,Lower Peirce Reservoir_08_202312.csv
Chai Chee,61,2022,3,Chai Chee_61_202203.csv
Tai Seng,43,2013,6,Tai Seng_43_201306.csv
Kranji Reservoir,66,2015,12,Kranji Reservoir_66_201512.csv
Tuas West,82,2017,1,Tuas West_82_201701.csv
Tuas West,82,2017,11,Tuas West_82_201711.csv
Marina Barrage,108,2020,1,Marina Barrage_108_202001.csv
Marine Parade,113,2018,6,Marine Parade_113_201806.csv
Lim Chu Kang,112,2016,11,Lim Chu Kang_112_201611.csv
Choa Chu Kang (Central),114,2021,9,Choa Chu Kang (Central)_114_202109.csv
Pulau Ubin,106,2020,6,Pulau Ubin_106_202006.csv
Bukit Timah,90,2020,4,Bukit Timah_90_202004.csv
Bukit Timah,90,2014,3,Bukit Timah_90_201403.csv
Bukit Timah,90,2022,1,Bukit Timah_90_202201.csv
Tuas,89,2023,2,Tuas_89_202302.csv
Tuas South,115,2018,5,Tuas South_115_201805.csv
Choa Chu Kang (Central),114,2020,12,Choa Chu Kang (Central)_114_202012.csv
Admiralty West,105,2015,5,Admiralty West_105_201505.csv
Serangoon,36,2014,11,Serangoon_36_201411.csv
Choa Chu Kang (West),11,2016,1,Choa Chu Kang (West)_11_201601.csv
Bukit Panjang,64,2016,4,Bukit Panjang_64_201604.csv
Tuas South,115,2017,11,Tuas South_115_201711.csv
Mandai,40,2019,9,Mandai_40_201909.csv
Marine Parade,113,2022,6,Marine Parade_113_202206.csv
Macritchie Reservoir,07,2020,3,Macritchie Reservoir_07_202003.csv
Marine Parade,113,2017,12,Marine Parade_113_201712.csv
Choa Chu Kang (Central),114,2023,8,Choa Chu Kang (Central)_114_202308.csv
Newton,111,2023,10,Newton_111_202310.csv
Tengah,23,2019,3,Tengah_23_201903.csv
Kranji Reservoir,66,2013,11,Kranji Reservoir_66_201311.csv
Newton,111,2019,1,Newton_111_201901.csv
Lim Chu Kang,112,2014,3,Lim Chu Kang_112_201403.csv
Jurong Pier,33,2019,11,Jurong Pier_33_201911.csv
Choa Chu Kang (South),121,2021,8,Choa Chu Kang (South)_121_202108.csv
Tuas West,82,2021,3,Tuas West_82_202103.csv
Bukit Panjang,64,2013,11,Bukit Panjang_64_201311.csv
Ulu Pandan,35,2021,4,Ulu Pandan_35_202104.csv
Kranji Reservoir,66,2016,10,Kranji Reservoir_66_201610.csv
Chai Chee,61,2020,10,Chai Chee_61_202010.csv
Lim Chu Kang,112,2020,9,Lim Chu Kang_112_202009.csv
Clementi,50,2015,10,Clementi_50_201510.csv
Choa Chu Kang (West),11,2012,4,Choa Chu Kang (West)_11_201204.csv
Dhoby Ghaut,118,2021,9,Dhoby Ghaut_118_202109.csv
Macritchie Reservoir,07,2018,11,Macritchie Reservoir_07_201811.csv
Toa Payoh,88,2018,8,Toa Payoh_88_201808.csv
Tuas South,115,2020,2,Tuas South_115_202002.csv
Newton,111,2013,4,Newton_111_201304.csv
Jurong Pier,33,2014,12,Jurong Pier_33_201412.csv
Tuas,89,2021,2,Tuas_89_202102.csv
Choa Chu Kang (South),121,2012,10,Choa Chu Kang (South)_121_201210.csv
Changi Climate Station,24,2015,1,Changi Climate Station_24_201501.csv
East Coast Parkway,107,2018,6,East Coast Parkway_107_201806.csv
Tanjong Katong,78,2012,5,Tanjong Katong_78_201205.csv
Buona Vista,92,2021,9,Buona Vista_92_202109.csv
Nicoll Highway,119,2013,9,Nicoll Highway_119_201309.csv
Clementi,50,2013,1,Clementi_50_201301.csv
Ulu Pandan,35,2016,6,Ulu Pandan_35_201606.csv
Marina Barrage,108,2014,2,Marina Barrage_108_201402.csv
Boon Lay (West),63,2016,6,Boon Lay (West)_63_201606.csv
Choa Chu Kang (South),121,2022,11,Choa Chu Kang (South)_121_202211.csv
Semakau Island,102,2019,10,Semakau Island_102_201910.csv
Jurong Island,117,2013,6,Jurong Island_117_201306.csv
Nicoll Highway,119,2018,8,Nicoll Highway_119_201808.csv
Mandai,40,2018,2,Mandai_40_201802.csv
Choa Chu Kang (South),121,2014,7,Choa Chu Kang (South)_121_201407.csv
Upper Thomson,46,2017,11,Upper Thomson_46_201711.csv
Simei,84,2014,7,Simei_84_201407.csv
Bukit Panjang,64,2016,9,Bukit Panjang_64_201609.csv
Khatib,122,2012,5,Khatib_122_201205.csv
Pasir Panjang,116,2023,12,Pasir Panjang_116_202312.csv
Admiralty,104,2015,3,Admiralty_104_201503.csv
Jurong (West),44,2019,1,Jurong (West)_44_201901.csv
Kranji Reservoir,66,2018,12,Kranji Reservoir_66_201812.csv
Sentosa Island,60,2020,4,Sentosa Island_60_202004.csv
Boon Lay (East),86,2015,5,Boon Lay (East)_86_201505.csv
Tanjong Katong,78,2019,7,Tanjong Katong_78_201907.csv
Tengah,23,2016,2,Tengah_23_201602.csv
Ulu Pandan,35,2014,5,Ulu Pandan_35_201405.csv
Tanjong Katong,78,2023,5,Tanjong Katong_78_202305.csv
Whampoa,123,2017,9,Whampoa_123_201709.csv
Tuas South,115,2018,9,Tuas South_115_201809.csv
Ang Mo Kio,109,2023,3,Ang Mo Kio_109_202303.csv
Kranji Reservoir,66,2016,1,Kranji Reservoir_66_201601.csv
Sentosa Island,60,2024,6,Sentosa Island_60_202406.csv
Macritchie Reservoir,07,2015,1,Macritchie Reservoir_07_201501.csv
Buona Vista,92,2022,2,Buona Vista_92_202202.csv
Clementi,50,2014,7,Clementi_50_201407.csv
Serangoon,36,2018,12,Serangoon_36_201812.csv
Upper Peirce Reservoir,69,2013,3,Upper Peirce Reservoir_69_201303.csv
Ulu Pandan,35,2017,9,Ulu Pandan_35_201709.csv
Macritchie Reservoir,07,2019,9,Macritchie Reservoir_07_201909.csv
Pasir Panjang,116,2016,6,Pasir Panjang_116_201606.csv
Khatib,122,2021,7,Khatib_122_202107.csv
Jurong Pier,33,2018,11,Jurong Pier_33_201811.csv
